invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_amount
I777011,C501268,MALE,37,Books,2,30.3,Cash,20-06-2022,Emaar Square Mall,60.6
I265313,C264759,MALE,20,Cosmetics,1,40.66,Cash,15-06-2021,Metropol AVM,40.66
I100793,C328805,MALE,29,Cosmetics,3,121.98,Cash,15-03-2021,Istinye Park,365.94
I334629,C174622,MALE,28,Clothing,4,1200.32,Debit Card,31-03-2021,Cevahir AVM,4801.28
I162588,C321169,MALE,25,Food & Beverage,1,5.23,Cash,16-09-2022,Mall of Istanbul,5.23
I227639,C522380,MALE,58,Toys,4,143.36,Credit Card,06-09-2022,Zorlu Center,573.44
I127775,C160158,MALE,59,Food & Beverage,1,5.23,Cash,21-06-2022,Metropol AVM,5.23
I278872,C287444,MALE,41,Toys,2,71.68,Credit Card,10-10-2021,Mall of Istanbul,143.36
I196819,C674638,MALE,45,Clothing,3,900.24,Debit Card,09-08-2021,Metrocity,2700.72
I123942,C334250,MALE,51,Clothing,2,600.16,Credit Card,30-11-2021,Metropol AVM,1200.32
I259700,C141363,MALE,53,Food & Beverage,2,10.46,Cash,26-09-2021,Metrocity,20.92
I225445,C260112,MALE,42,Cosmetics,1,40.66,Cash,31-12-2021,Forum Istanbul,40.66
I691716,C180929,MALE,54,Clothing,3,900.24,Debit Card,12-04-2022,Emaar Square Mall,2700.72
I322738,C318478,MALE,26,Clothing,2,600.16,Cash,16-02-2021,Metropol AVM,1200.32
I221229,C713766,MALE,22,Technology,3,3150,Credit Card,03-11-2021,Cevahir AVM,9450
I285670,C624152,MALE,20,Toys,3,107.52,Credit Card,12-04-2021,Emaar Square Mall,322.56
I231247,C212316,MALE,24,Cosmetics,4,162.64,Credit Card,25-10-2021,Metropol AVM,650.56
I151040,C166354,MALE,36,Food & Beverage,4,20.92,Cash,23-02-2021,Kanyon,83.68
I335244,C182178,MALE,69,Food & Beverage,5,26.15,Cash,25-03-2022,Mall of Istanbul,130.75
I659990,C285350,MALE,56,Food & Beverage,5,26.15,Cash,10-03-2021,Istinye Park,130.75
I503078,C290200,MALE,43,Toys,3,107.52,Debit Card,14-12-2021,Zorlu Center,322.56
I148428,C473658,MALE,26,Food & Beverage,1,5.23,Cash,02-09-2021,Mall of Istanbul,5.23
I107640,C159214,MALE,30,Souvenir,2,23.46,Cash,06-03-2022,Viaport Outlet,46.92
I109770,C139167,MALE,55,Clothing,3,900.24,Credit Card,10-02-2022,Metropol AVM,2700.72
I153467,C140745,MALE,59,Cosmetics,4,162.64,Cash,10-07-2021,Mall of Istanbul,650.56
I214685,C335619,MALE,45,Books,2,30.3,Cash,11-02-2023,Emaar Square Mall,60.6
I309865,C337971,MALE,36,Clothing,2,600.16,Cash,08-08-2022,Zorlu Center,1200.32
I660138,C716553,MALE,28,Cosmetics,2,81.32,Credit Card,25-09-2022,Kanyon,162.64
I175978,C525503,MALE,52,Books,5,75.75,Credit Card,12-11-2022,Metrocity,378.75
I241970,C319675,MALE,68,Books,1,15.15,Debit Card,29-11-2021,Metropol AVM,15.15
I198773,C189510,MALE,31,Clothing,5,1500.4,Cash,29-03-2021,Metrocity,7502
I230611,C323417,MALE,41,Clothing,3,900.24,Credit Card,25-05-2022,Istinye Park,2700.72
I115913,C168287,MALE,45,Cosmetics,1,40.66,Cash,15-11-2022,Mall of Istanbul,40.66
I621093,C321107,MALE,24,Technology,3,3150,Credit Card,02-10-2022,Kanyon,9450
I428100,C289081,MALE,43,Technology,3,3150,Credit Card,11-08-2022,Metrocity,9450
I288878,C385049,MALE,50,Cosmetics,3,121.98,Debit Card,01-02-2023,Zorlu Center,365.94
I189376,C296972,MALE,67,Clothing,5,1500.4,Cash,02-05-2022,Viaport Outlet,7502
I120030,C116606,MALE,60,Shoes,5,3000.85,Credit Card,09-02-2023,Mall of Istanbul,15004.25
I312797,C141894,MALE,34,Shoes,5,3000.85,Debit Card,16-11-2021,Kanyon,15004.25
I240256,C244231,MALE,30,Clothing,4,1200.32,Debit Card,22-04-2022,Kanyon,4801.28
I432861,C905959,MALE,55,Food & Beverage,3,15.69,Credit Card,08-02-2022,Istinye Park,47.07
I278295,C226594,MALE,33,Cosmetics,2,81.32,Cash,19-06-2021,Kanyon,162.64
I114403,C328212,MALE,48,Books,2,30.3,Cash,05-10-2022,Metropol AVM,60.6
I673032,C489504,MALE,59,Food & Beverage,4,20.92,Cash,13-02-2022,Mall of Istanbul,83.68
I770501,C180935,MALE,32,Shoes,4,2400.68,Cash,25-05-2021,Metrocity,9602.72
I306394,C933849,MALE,34,Clothing,3,900.24,Cash,15-09-2021,Mall of Istanbul,2700.72
I236439,C120721,MALE,63,Clothing,1,300.08,Debit Card,20-05-2021,Mall of Istanbul,300.08
I211225,C245895,MALE,54,Toys,5,179.2,Cash,03-07-2022,Metrocity,896
I113271,C531932,MALE,33,Books,5,75.75,Credit Card,20-07-2022,Emaar Square Mall,378.75
I244608,C251815,MALE,50,Shoes,3,1800.51,Cash,17-08-2021,Mall of Istanbul,5401.53
I118539,C336507,MALE,57,Shoes,5,3000.85,Credit Card,11-03-2021,Kanyon,15004.25
I459807,C151966,MALE,35,Souvenir,5,58.65,Credit Card,28-05-2021,Istinye Park,293.25
I200775,C185789,MALE,35,Cosmetics,5,203.3,Cash,15-06-2022,Metropol AVM,1016.5
I168234,C154633,MALE,26,Souvenir,4,46.92,Cash,16-06-2022,Metropol AVM,187.68
I185578,C133295,MALE,56,Food & Beverage,5,26.15,Debit Card,13-12-2021,Istinye Park,130.75
I256959,C287017,MALE,31,Cosmetics,1,40.66,Cash,21-03-2022,Istinye Park,40.66
I197010,C249231,MALE,56,Food & Beverage,1,5.23,Cash,20-07-2021,Emaar Square Mall,5.23
I336180,C555111,MALE,22,Toys,4,143.36,Cash,18-06-2021,Zorlu Center,573.44
I271357,C226612,MALE,28,Cosmetics,3,121.98,Cash,03-02-2021,Mall of Istanbul,365.94
I273743,C132059,MALE,65,Food & Beverage,2,10.46,Debit Card,20-11-2022,Cevahir AVM,20.92
I184884,C673066,MALE,48,Cosmetics,5,203.3,Cash,26-01-2023,Kanyon,1016.5
I243441,C316078,MALE,28,Cosmetics,4,162.64,Cash,14-01-2022,Metrocity,650.56
I704384,C129700,MALE,23,Cosmetics,4,162.64,Debit Card,28-02-2023,Cevahir AVM,650.56
I303250,C588972,MALE,68,Food & Beverage,3,15.69,Cash,01-09-2021,Kanyon,47.07
I142111,C645166,MALE,51,Cosmetics,4,162.64,Cash,25-08-2022,Kanyon,650.56
I209822,C827679,MALE,47,Shoes,3,1800.51,Cash,24-05-2021,Mall of Istanbul,5401.53
I181898,C228328,MALE,29,Toys,5,179.2,Cash,24-02-2022,Mall of Istanbul,896
I144476,C224474,MALE,25,Clothing,1,300.08,Credit Card,09-02-2022,Istinye Park,300.08
I926244,C249469,MALE,32,Food & Beverage,2,10.46,Cash,14-01-2023,Forum Istanbul,20.92
I109962,C213685,MALE,21,Toys,2,71.68,Credit Card,15-03-2022,Metrocity,143.36
I504429,C204117,MALE,41,Shoes,1,600.17,Credit Card,27-07-2022,Kanyon,600.17
I209933,C313283,MALE,29,Souvenir,2,23.46,Cash,22-02-2023,Forum Istanbul,46.92
I150437,C239444,MALE,18,Clothing,4,1200.32,Cash,09-06-2021,Viaport Outlet,4801.28
I278750,C194086,MALE,21,Clothing,2,600.16,Debit Card,22-06-2022,Metropol AVM,1200.32
I204558,C490133,MALE,19,Books,4,60.6,Debit Card,20-09-2022,Kanyon,242.4
I309770,C635537,MALE,25,Food & Beverage,1,5.23,Credit Card,08-10-2022,Zorlu Center,5.23
I237155,C496138,MALE,36,Cosmetics,3,121.98,Cash,25-11-2022,Cevahir AVM,365.94
I303072,C201619,MALE,69,Toys,4,143.36,Credit Card,16-03-2021,Kanyon,573.44
I235112,C143884,MALE,66,Clothing,2,600.16,Cash,19-02-2022,Forum Istanbul,1200.32
I884796,C936132,MALE,26,Clothing,5,1500.4,Credit Card,27-09-2021,Metrocity,7502
I178021,C315742,MALE,53,Clothing,1,300.08,Credit Card,16-07-2021,Viaport Outlet,300.08
I319032,C269857,MALE,53,Clothing,1,300.08,Credit Card,25-04-2022,Metrocity,300.08
I400801,C187040,MALE,52,Food & Beverage,2,10.46,Cash,06-02-2023,Metrocity,20.92
I338333,C786295,MALE,63,Clothing,5,1500.4,Cash,28-08-2021,Kanyon,7502
I124751,C266107,MALE,34,Clothing,2,600.16,Debit Card,02-07-2022,Forum Istanbul,1200.32
I189627,C220687,MALE,32,Clothing,1,300.08,Cash,02-06-2022,Mall of Istanbul,300.08
I332394,C185867,MALE,25,Cosmetics,1,40.66,Cash,04-11-2022,Metrocity,40.66
I124729,C675137,MALE,44,Clothing,5,1500.4,Credit Card,30-12-2022,Zorlu Center,7502
I185607,C290967,MALE,66,Clothing,5,1500.4,Cash,08-05-2022,Mall of Istanbul,7502
I339979,C297673,MALE,39,Toys,2,71.68,Credit Card,10-08-2021,Mall of Istanbul,143.36
I882022,C292923,MALE,38,Toys,3,107.52,Credit Card,28-08-2022,Istinye Park,322.56
I324532,C131671,MALE,68,Toys,4,143.36,Credit Card,08-01-2022,Metrocity,573.44
I566314,C622502,MALE,58,Cosmetics,1,40.66,Credit Card,22-05-2021,Metropol AVM,40.66
I185792,C202071,MALE,38,Shoes,3,1800.51,Cash,25-07-2021,Metropol AVM,5401.53
I214988,C816424,MALE,62,Clothing,3,900.24,Credit Card,08-02-2022,Mall of Istanbul,2700.72
I155560,C128148,MALE,55,Clothing,2,600.16,Debit Card,04-06-2021,Mall of Istanbul,1200.32
I559295,C179544,MALE,62,Food & Beverage,2,10.46,Credit Card,15-12-2021,Metropol AVM,20.92
I278351,C189670,MALE,24,Clothing,3,900.24,Credit Card,08-11-2022,Istinye Park,2700.72
I730492,C334614,MALE,36,Food & Beverage,2,10.46,Cash,06-04-2021,Mall of Istanbul,20.92
I295281,C270770,MALE,49,Cosmetics,1,40.66,Credit Card,20-08-2022,Emaar Square Mall,40.66
I333489,C735384,MALE,44,Clothing,2,600.16,Debit Card,11-03-2022,Mall of Istanbul,1200.32
I214861,C773042,MALE,49,Souvenir,5,58.65,Credit Card,07-02-2023,Metrocity,293.25
I238484,C253605,MALE,45,Shoes,5,3000.85,Cash,09-01-2023,Metropol AVM,15004.25
I312712,C664477,MALE,39,Cosmetics,5,203.3,Credit Card,10-04-2021,Kanyon,1016.5
I176112,C251423,MALE,30,Toys,3,107.52,Credit Card,05-08-2021,Mall of Istanbul,322.56
I276020,C772861,MALE,18,Toys,3,107.52,Debit Card,19-02-2022,Kanyon,322.56
I235246,C379643,MALE,26,Shoes,4,2400.68,Cash,26-09-2021,Cevahir AVM,9602.72
I301796,C782590,MALE,37,Shoes,2,1200.34,Credit Card,24-01-2023,Metrocity,2400.68
I329132,C686294,MALE,56,Cosmetics,4,162.64,Debit Card,26-03-2022,Metrocity,650.56
I158914,C129546,MALE,24,Clothing,4,1200.32,Debit Card,04-06-2022,Mall of Istanbul,4801.28
I130815,C535614,MALE,68,Cosmetics,1,40.66,Cash,29-07-2021,Mall of Istanbul,40.66
I306150,C233971,MALE,29,Clothing,2,600.16,Cash,10-12-2021,Istinye Park,1200.32
I765344,C294374,MALE,33,Shoes,1,600.17,Cash,03-06-2022,Kanyon,600.17
I246402,C327077,MALE,52,Clothing,4,1200.32,Credit Card,26-09-2021,Kanyon,4801.28
I220929,C881064,MALE,44,Books,3,45.45,Cash,26-03-2022,Istinye Park,136.35
I890257,C118292,MALE,58,Cosmetics,3,121.98,Cash,29-10-2021,Forum Istanbul,365.94
I313718,C584971,MALE,56,Toys,4,143.36,Cash,26-04-2021,Metropol AVM,573.44
I240500,C298549,MALE,68,Clothing,4,1200.32,Cash,07-07-2021,Istinye Park,4801.28
I990833,C107709,MALE,44,Clothing,1,300.08,Cash,08-03-2021,Metrocity,300.08
I184239,C233703,MALE,44,Clothing,5,1500.4,Cash,14-08-2022,Mall of Istanbul,7502
I242835,C127503,MALE,46,Food & Beverage,5,26.15,Debit Card,02-12-2022,Kanyon,130.75
I294326,C951410,MALE,50,Shoes,4,2400.68,Debit Card,27-08-2022,Metropol AVM,9602.72
I322119,C140512,MALE,19,Toys,5,179.2,Debit Card,01-01-2023,Metrocity,896
I117539,C206387,MALE,62,Clothing,1,300.08,Credit Card,11-04-2022,Istinye Park,300.08
I171556,C228826,MALE,35,Cosmetics,2,81.32,Cash,14-01-2021,Forum Istanbul,162.64
I773549,C769569,MALE,34,Clothing,3,900.24,Credit Card,28-02-2023,Kanyon,2700.72
I333263,C158737,MALE,30,Food & Beverage,2,10.46,Debit Card,24-08-2022,Kanyon,20.92
I185069,C261273,MALE,27,Clothing,1,300.08,Cash,02-10-2021,Zorlu Center,300.08
I944501,C133790,MALE,25,Food & Beverage,1,5.23,Cash,03-05-2022,Kanyon,5.23
I195903,C287436,MALE,52,Cosmetics,1,40.66,Credit Card,11-10-2022,Mall of Istanbul,40.66
I269267,C259818,MALE,31,Cosmetics,1,40.66,Credit Card,11-11-2022,Istinye Park,40.66
I304695,C110822,MALE,35,Food & Beverage,2,10.46,Credit Card,08-04-2021,Metropol AVM,20.92
I465087,C238065,MALE,38,Food & Beverage,4,20.92,Debit Card,21-02-2021,Forum Istanbul,83.68
I218569,C127088,MALE,27,Books,3,45.45,Credit Card,20-11-2021,Metrocity,136.35
I313537,C741450,MALE,27,Cosmetics,4,162.64,Debit Card,14-09-2022,Forum Istanbul,650.56
I689264,C166519,MALE,59,Clothing,5,1500.4,Cash,10-06-2021,Metrocity,7502
I129999,C217008,MALE,42,Toys,1,35.84,Credit Card,13-01-2021,Metrocity,35.84
I110863,C125407,MALE,26,Shoes,5,3000.85,Credit Card,08-07-2021,Istinye Park,15004.25
I214239,C123366,MALE,41,Clothing,1,300.08,Cash,25-10-2021,Kanyon,300.08
I226700,C293829,MALE,56,Books,2,30.3,Credit Card,06-08-2022,Kanyon,60.6
I185923,C157613,MALE,31,Cosmetics,4,162.64,Cash,04-07-2022,Kanyon,650.56
I133365,C188432,MALE,22,Food & Beverage,2,10.46,Cash,30-08-2022,Kanyon,20.92
I101896,C113243,MALE,51,Food & Beverage,2,10.46,Credit Card,27-03-2022,Kanyon,20.92
I316370,C149951,MALE,44,Clothing,4,1200.32,Cash,23-06-2022,Mall of Istanbul,4801.28
I191439,C297581,MALE,65,Cosmetics,3,121.98,Cash,15-01-2021,Mall of Istanbul,365.94
I188480,C886989,MALE,45,Clothing,4,1200.32,Cash,20-10-2021,Metrocity,4801.28
I132723,C146277,MALE,33,Clothing,5,1500.4,Cash,06-04-2022,Forum Istanbul,7502
I260987,C481959,MALE,41,Clothing,1,300.08,Debit Card,07-08-2022,Mall of Istanbul,300.08
I951023,C340472,MALE,37,Clothing,4,1200.32,Debit Card,22-08-2021,Metropol AVM,4801.28
I217342,C261108,MALE,27,Shoes,5,3000.85,Credit Card,11-04-2022,Metrocity,15004.25
I312415,C317196,MALE,28,Clothing,1,300.08,Cash,16-02-2023,Metrocity,300.08
I230679,C218700,MALE,40,Toys,4,143.36,Credit Card,15-04-2022,Kanyon,573.44
I133584,C295124,MALE,54,Clothing,1,300.08,Cash,04-01-2023,Metropol AVM,300.08
I143588,C765889,MALE,21,Clothing,1,300.08,Credit Card,29-01-2023,Metrocity,300.08
I382281,C110100,MALE,24,Clothing,1,300.08,Credit Card,24-07-2021,Mall of Istanbul,300.08
I190310,C162424,MALE,55,Clothing,3,900.24,Debit Card,12-11-2022,Kanyon,2700.72
I241966,C319509,MALE,35,Clothing,5,1500.4,Credit Card,27-05-2021,Cevahir AVM,7502
I302104,C529445,MALE,62,Cosmetics,3,121.98,Credit Card,15-03-2022,Kanyon,365.94
I304143,C316569,MALE,68,Toys,5,179.2,Credit Card,12-06-2022,Kanyon,896
I307121,C211276,MALE,20,Food & Beverage,1,5.23,Cash,14-10-2021,Kanyon,5.23
I157035,C314028,MALE,24,Food & Beverage,5,26.15,Credit Card,19-08-2022,Viaport Outlet,130.75
I113129,C140260,MALE,57,Clothing,5,1500.4,Cash,20-11-2021,Kanyon,7502
I259556,C280706,MALE,33,Shoes,3,1800.51,Cash,05-01-2021,Istinye Park,5401.53
I311331,C158947,MALE,41,Toys,4,143.36,Cash,19-09-2022,Metropol AVM,573.44
I730397,C385215,MALE,22,Cosmetics,3,121.98,Credit Card,13-01-2023,Cevahir AVM,365.94
I254379,C294427,MALE,18,Clothing,4,1200.32,Debit Card,31-12-2021,Viaport Outlet,4801.28
I838599,C222751,MALE,57,Food & Beverage,1,5.23,Credit Card,19-08-2021,Kanyon,5.23
I137427,C187242,MALE,30,Food & Beverage,3,15.69,Cash,03-04-2021,Mall of Istanbul,47.07
I166331,C337319,MALE,18,Clothing,1,300.08,Debit Card,28-09-2021,Viaport Outlet,300.08
I191054,C388204,MALE,61,Cosmetics,1,40.66,Credit Card,21-06-2021,Kanyon,40.66
I472551,C178920,MALE,21,Souvenir,1,11.73,Debit Card,07-02-2021,Metropol AVM,11.73
I618224,C185908,MALE,45,Food & Beverage,1,5.23,Cash,20-12-2021,Kanyon,5.23
I862534,C282757,MALE,38,Clothing,5,1500.4,Cash,03-07-2022,Kanyon,7502
I828106,C322804,MALE,26,Toys,4,143.36,Credit Card,07-12-2022,Metropol AVM,573.44
I219862,C177349,MALE,64,Shoes,5,3000.85,Cash,26-02-2022,Mall of Istanbul,15004.25
I281908,C101068,MALE,52,Toys,5,179.2,Cash,03-03-2023,Viaport Outlet,896
I315726,C177652,MALE,20,Toys,1,35.84,Credit Card,23-01-2021,Kanyon,35.84
I170928,C276910,MALE,42,Food & Beverage,3,15.69,Cash,12-02-2022,Metrocity,47.07
I264076,C121975,MALE,23,Food & Beverage,2,10.46,Debit Card,10-01-2021,Metropol AVM,20.92
I434859,C734492,MALE,60,Technology,1,1050,Cash,11-11-2022,Zorlu Center,1050
I268807,C689756,MALE,26,Clothing,5,1500.4,Credit Card,12-06-2021,Mall of Istanbul,7502
I121818,C121128,MALE,26,Toys,4,143.36,Credit Card,27-02-2021,Kanyon,573.44
I270032,C129093,MALE,39,Cosmetics,3,121.98,Cash,29-03-2021,Forum Istanbul,365.94
I227000,C272839,MALE,38,Cosmetics,1,40.66,Cash,21-03-2021,Metrocity,40.66
I883811,C272867,MALE,20,Shoes,1,600.17,Debit Card,01-02-2023,Mall of Istanbul,600.17
I172404,C145496,MALE,63,Clothing,2,600.16,Debit Card,12-04-2022,Mall of Istanbul,1200.32
I104527,C105183,MALE,28,Food & Beverage,3,15.69,Debit Card,12-11-2021,Kanyon,47.07
I189881,C230054,MALE,57,Cosmetics,3,121.98,Cash,02-11-2022,Mall of Istanbul,365.94
I292698,C189207,MALE,33,Technology,1,1050,Cash,30-07-2022,Mall of Istanbul,1050
I184417,C299338,MALE,37,Food & Beverage,2,10.46,Cash,24-03-2022,Metrocity,20.92
I306918,C449983,MALE,63,Cosmetics,3,121.98,Cash,22-04-2021,Istinye Park,365.94
I878944,C276952,MALE,49,Clothing,5,1500.4,Cash,16-06-2021,Viaport Outlet,7502
I566056,C136129,MALE,58,Clothing,4,1200.32,Credit Card,26-02-2021,Kanyon,4801.28
I131391,C587591,MALE,19,Cosmetics,2,81.32,Debit Card,02-05-2021,Cevahir AVM,162.64
I498026,C197759,MALE,66,Cosmetics,5,203.3,Credit Card,31-07-2022,Mall of Istanbul,1016.5
I148030,C918326,MALE,53,Souvenir,3,35.19,Cash,08-06-2021,Kanyon,105.57
I206223,C283080,MALE,63,Souvenir,3,35.19,Credit Card,26-08-2021,Istinye Park,105.57
I883163,C261942,MALE,37,Toys,3,107.52,Debit Card,25-02-2022,Metropol AVM,322.56
I292911,C327157,MALE,59,Cosmetics,4,162.64,Debit Card,10-08-2022,Forum Istanbul,650.56
I109158,C317902,MALE,40,Souvenir,2,23.46,Debit Card,27-11-2021,Forum Istanbul,46.92
I229097,C306372,MALE,47,Food & Beverage,5,26.15,Cash,19-03-2022,Viaport Outlet,130.75
I323316,C120274,MALE,45,Technology,1,1050,Debit Card,17-10-2022,Kanyon,1050
I813378,C252322,MALE,46,Food & Beverage,2,10.46,Cash,05-09-2022,Kanyon,20.92
I320027,C282558,MALE,33,Souvenir,5,58.65,Debit Card,21-10-2021,Metrocity,293.25
I175389,C207999,MALE,39,Food & Beverage,5,26.15,Credit Card,07-09-2022,Kanyon,130.75
I879795,C690673,MALE,18,Clothing,1,300.08,Debit Card,27-07-2022,Kanyon,300.08
I729844,C299942,MALE,32,Food & Beverage,4,20.92,Credit Card,30-05-2022,Metrocity,83.68
I557417,C309115,MALE,40,Shoes,5,3000.85,Cash,06-05-2022,Metrocity,15004.25
I116997,C126221,MALE,21,Clothing,2,600.16,Credit Card,18-10-2022,Mall of Istanbul,1200.32
I328982,C126401,MALE,62,Toys,1,35.84,Credit Card,10-04-2022,Zorlu Center,35.84
I208592,C278511,MALE,32,Cosmetics,4,162.64,Cash,07-01-2023,Emaar Square Mall,650.56
I233400,C106143,MALE,54,Clothing,2,600.16,Debit Card,05-08-2022,Mall of Istanbul,1200.32
I338569,C333027,MALE,54,Food & Beverage,2,10.46,Cash,15-06-2021,Istinye Park,20.92
I327199,C231148,MALE,65,Food & Beverage,1,5.23,Cash,10-10-2022,Mall of Istanbul,5.23
I585768,C114112,MALE,45,Clothing,3,900.24,Cash,06-01-2023,Mall of Istanbul,2700.72
I259165,C113099,MALE,28,Food & Beverage,1,5.23,Credit Card,30-12-2021,Kanyon,5.23
I371788,C316376,MALE,57,Shoes,3,1800.51,Credit Card,25-06-2022,Metropol AVM,5401.53
I236889,C327972,MALE,28,Books,4,60.6,Cash,11-03-2021,Metropol AVM,242.4
I128427,C769652,MALE,43,Food & Beverage,4,20.92,Cash,04-02-2021,Emaar Square Mall,83.68
I188351,C928856,MALE,55,Clothing,3,900.24,Credit Card,24-01-2021,Mall of Istanbul,2700.72
I202850,C156190,MALE,44,Cosmetics,2,81.32,Debit Card,22-04-2021,Metropol AVM,162.64
I118839,C230534,MALE,54,Books,2,30.3,Debit Card,08-07-2022,Kanyon,60.6
I278286,C929166,MALE,54,Cosmetics,3,121.98,Credit Card,25-02-2023,Metrocity,365.94
I302961,C157300,MALE,62,Books,2,30.3,Credit Card,17-09-2021,Kanyon,60.6
I380378,C238922,MALE,24,Souvenir,1,11.73,Credit Card,05-08-2022,Mall of Istanbul,11.73
I322526,C784037,MALE,63,Food & Beverage,4,20.92,Credit Card,27-02-2022,Metrocity,83.68
I157898,C203913,MALE,33,Cosmetics,5,203.3,Cash,14-11-2022,Metrocity,1016.5
I260603,C680405,MALE,27,Cosmetics,5,203.3,Credit Card,13-02-2023,Kanyon,1016.5
I572503,C806194,MALE,23,Food & Beverage,1,5.23,Debit Card,18-02-2021,Viaport Outlet,5.23
I190304,C131063,MALE,24,Food & Beverage,5,26.15,Cash,24-07-2022,Metropol AVM,130.75
I211272,C310385,MALE,61,Clothing,2,600.16,Credit Card,29-12-2021,Metrocity,1200.32
I191403,C315453,MALE,21,Food & Beverage,5,26.15,Debit Card,23-03-2022,Metropol AVM,130.75
I170990,C181206,MALE,55,Food & Beverage,5,26.15,Debit Card,22-07-2021,Istinye Park,130.75
I315416,C664371,MALE,67,Clothing,5,1500.4,Credit Card,05-09-2021,Metrocity,7502
I232361,C302447,MALE,52,Clothing,2,600.16,Cash,06-08-2022,Metrocity,1200.32
I472987,C227430,MALE,24,Shoes,1,600.17,Debit Card,09-10-2021,Cevahir AVM,600.17
I146662,C193544,MALE,50,Shoes,4,2400.68,Credit Card,03-01-2022,Mall of Istanbul,9602.72
I352350,C486214,MALE,43,Souvenir,1,11.73,Cash,27-04-2022,Kanyon,11.73
I282685,C331518,MALE,44,Shoes,2,1200.34,Credit Card,25-07-2022,Metrocity,2400.68
I247431,C174510,MALE,62,Cosmetics,2,81.32,Cash,06-07-2022,Metrocity,162.64
I443138,C329025,MALE,61,Clothing,4,1200.32,Cash,29-03-2021,Kanyon,4801.28
I299416,C142871,MALE,34,Books,3,45.45,Cash,24-01-2022,Mall of Istanbul,136.35
I177982,C440131,MALE,50,Clothing,2,600.16,Cash,23-12-2021,Kanyon,1200.32
I317100,C711424,MALE,20,Cosmetics,5,203.3,Credit Card,10-03-2022,Viaport Outlet,1016.5
I352031,C148718,MALE,31,Toys,1,35.84,Cash,20-12-2022,Kanyon,35.84
I315978,C147955,MALE,54,Clothing,1,300.08,Debit Card,19-09-2022,Metrocity,300.08
I647418,C335494,MALE,67,Clothing,4,1200.32,Credit Card,20-07-2021,Metrocity,4801.28
I353622,C184669,MALE,43,Cosmetics,2,81.32,Credit Card,13-08-2022,Metrocity,162.64
I238579,C124493,MALE,64,Cosmetics,3,121.98,Debit Card,03-10-2022,Kanyon,365.94
I854052,C341390,MALE,65,Clothing,1,300.08,Credit Card,06-12-2022,Mall of Istanbul,300.08
I230822,C202803,MALE,34,Clothing,5,1500.4,Cash,10-07-2021,Emaar Square Mall,7502
I284750,C223603,MALE,67,Clothing,5,1500.4,Cash,09-02-2023,Metrocity,7502
I322338,C234149,MALE,47,Clothing,4,1200.32,Debit Card,25-09-2022,Kanyon,4801.28
I332118,C336074,MALE,39,Clothing,2,600.16,Cash,05-04-2021,Kanyon,1200.32
I144565,C191554,MALE,42,Cosmetics,4,162.64,Cash,18-07-2022,Mall of Istanbul,650.56
I217824,C131543,MALE,31,Clothing,1,300.08,Credit Card,24-05-2021,Metrocity,300.08
I330920,C164540,MALE,27,Cosmetics,1,40.66,Credit Card,27-08-2022,Kanyon,40.66
I255881,C172723,MALE,62,Clothing,5,1500.4,Credit Card,24-05-2021,Mall of Istanbul,7502
I155918,C122425,MALE,46,Cosmetics,5,203.3,Cash,10-02-2022,Kanyon,1016.5
I318377,C165435,MALE,37,Technology,3,3150,Cash,21-12-2022,Emaar Square Mall,9450
I189827,C918999,MALE,65,Clothing,4,1200.32,Cash,19-09-2022,Istinye Park,4801.28
I749462,C172803,MALE,33,Food & Beverage,5,26.15,Credit Card,12-02-2022,Kanyon,130.75
I169030,C122903,MALE,41,Cosmetics,4,162.64,Credit Card,20-12-2022,Metropol AVM,650.56
I166429,C280591,MALE,34,Books,4,60.6,Debit Card,01-10-2022,Istinye Park,242.4
I218112,C479765,MALE,65,Food & Beverage,3,15.69,Cash,11-01-2021,Emaar Square Mall,47.07
I187539,C488644,MALE,20,Clothing,3,900.24,Credit Card,13-07-2022,Mall of Istanbul,2700.72
I200887,C330714,MALE,45,Food & Beverage,3,15.69,Cash,15-10-2021,Kanyon,47.07
I258117,C138481,MALE,30,Clothing,2,600.16,Cash,12-08-2022,Mall of Istanbul,1200.32
I321236,C274618,MALE,31,Souvenir,3,35.19,Cash,05-03-2023,Metropol AVM,105.57
I293529,C374586,MALE,40,Clothing,4,1200.32,Debit Card,02-03-2021,Istinye Park,4801.28
I627373,C799491,MALE,58,Clothing,2,600.16,Cash,14-06-2021,Mall of Istanbul,1200.32
I248400,C121896,MALE,50,Clothing,5,1500.4,Cash,11-07-2021,Metropol AVM,7502
I273831,C869501,MALE,43,Books,3,45.45,Debit Card,25-01-2023,Istinye Park,136.35
I168257,C123096,MALE,34,Food & Beverage,2,10.46,Credit Card,03-11-2022,Forum Istanbul,20.92
I173014,C299051,MALE,34,Clothing,4,1200.32,Debit Card,29-12-2022,Mall of Istanbul,4801.28
I572990,C146245,MALE,28,Food & Beverage,3,15.69,Debit Card,19-12-2022,Viaport Outlet,47.07
I130053,C100099,MALE,64,Books,3,45.45,Credit Card,23-03-2022,Kanyon,136.35
